date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:32:47	46514/46514	---MCZ	200	added ('OK')	text/html	etag:W/%225cd0092d-b5b2%22	http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/samples/faq-2.html	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/demo/vertical-default-light/pages/samples/faq-2.html	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:47	30637/30637	---MCZ	200	added ('OK')	text/html	etag:W/%225cd0092d-77ad%22	http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/samples/news-grid.html	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/demo/vertical-default-light/pages/samples/news-grid.html	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:48	33673/33673	---MCZ	200	added ('OK')	text/html	etag:W/%225cd0092d-8389%22	http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/samples/timeline.html	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/demo/vertical-default-light/pages/samples/timeline.html	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:48	32527/32527	---MCZ	200	added ('OK')	text/html	etag:W/%225cd0092d-7f0f%22	http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/samples/search-results.html	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/demo/vertical-default-light/pages/samples/search-results.html	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:48	34595/34595	---MCZ	200	added ('OK')	text/html	etag:W/%225cd0092d-8723%22	http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/samples/portfolio.html	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/demo/vertical-default-light/pages/samples/portfolio.html	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:48	31090/31090	---MCZ	200	added ('OK')	text/html	etag:W/%225cd0092d-7972%22	http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/samples/invoice.html	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/demo/vertical-default-light/pages/samples/invoice.html	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:49	30729/30729	---MCZ	200	added ('OK')	text/html	etag:W/%225cd0092d-7809%22	http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/samples/pricing-table.html	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/demo/vertical-default-light/pages/samples/pricing-table.html	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:49	46508/46508	---MCZ	200	added ('OK')	text/html	etag:W/%225cd0092d-b5ac%22	http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/samples/orders.html	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/demo/vertical-default-light/pages/samples/orders.html	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:50	42244/42244	---MCZ	200	added ('OK')	text/html	etag:W/%225cd0092d-a504%22	http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/apps/email.html	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/demo/vertical-default-light/pages/apps/email.html	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:50	28547/28547	---MCZ	200	added ('OK')	text/html	etag:W/%225cd0092d-6f83%22	http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/apps/calendar.html	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/demo/vertical-default-light/pages/apps/calendar.html	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:50	28738/28738	---MCZ	200	added ('OK')	text/html	etag:W/%225cd0092d-7042%22	http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/apps/todo.html	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/demo/vertical-default-light/pages/apps/todo.html	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:50	31513/31513	---MCZ	200	added ('OK')	text/html	etag:W/%225cd0092d-7b19%22	http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/apps/gallery.html	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/demo/vertical-default-light/pages/apps/gallery.html	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:51	3750/3750	---MCZ	200	added ('OK')	text/html	etag:W/%225cd0092d-ea6%22	http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/documentation/documentation.html	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/demo/vertical-default-light/pages/documentation/documentation.html	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:51	12222/12222	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-2fbe%22	http://www.urbanui.com/bogy/template/images/faces/face6.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/faces/face6.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:51	13908/13908	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-3654%22	http://www.urbanui.com/bogy/template/images/faces/face15.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/faces/face15.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:53	185/185	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf27d21-b9%22	http://www.urbanui.com/bogy/template/js/off-canvas.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/js/off-canvas.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:53	806/806	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf27d21-326%22	http://www.urbanui.com/bogy/template/js/hoverable-collapse.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/js/hoverable-collapse.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:54	3739/3739	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf27d21-e9b%22	http://www.urbanui.com/bogy/template/js/template.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/js/template.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:54	2954/2954	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf27d21-b8a%22	http://www.urbanui.com/bogy/template/js/settings.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/js/settings.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:54	972/972	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf27d21-3cc%22	http://www.urbanui.com/bogy/template/js/todolist.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/js/todolist.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:55	17502/17502	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bfcc97b-445e%22	http://www.urbanui.com/bogy/template/js/dashboard.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/js/dashboard.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:32:55	1233/1233	---M--	200	added ('OK')	image/png	etag:%225bf27d21-4d1%22	http://www.urbanui.com/bogy/template/vendors/images/transparent.png	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/vendors/images/transparent.png	(from http://www.urbanui.com/bogy/template/vendors/css/vendor.bundle.addons.css)
12:32:58	1805/1805	---M--	200	added ('OK')	image/png	etag:%225bf27d21-70d%22	http://www.urbanui.com/bogy/template/vendors/images/hue.png	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/vendors/images/hue.png	(from http://www.urbanui.com/bogy/template/vendors/css/vendor.bundle.addons.css)
12:33:00	174615/174615	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf27d21-2aa17%22	http://www.urbanui.com/bogy/template/vendors/js/vendor.bundle.base.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/vendors/js/vendor.bundle.base.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:33:00	14976/14976	---M--	200	added ('OK')	image/png	etag:%225bf27d21-3a80%22	http://www.urbanui.com/bogy/template/vendors/images/saturation.png	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/vendors/images/saturation.png	(from http://www.urbanui.com/bogy/template/vendors/css/vendor.bundle.addons.css)
12:33:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Sep%202019%2012:33:04%20GMT	http://www.urbanui.com/bogy/template/vendors/img/loading.gif	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/vendors/img/loading.gif	(from http://www.urbanui.com/bogy/template/vendors/css/vendor.bundle.addons.css)
12:33:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Sep%202019%2012:33:05%20GMT	http://www.urbanui.com/bogy/template/vendors/img/clear.png	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/vendors/img/clear.png	(from http://www.urbanui.com/bogy/template/vendors/css/vendor.bundle.addons.css)
12:33:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Sep%202019%2012:33:07%20GMT	http://www.urbanui.com/bogy/template/vendors/css/owl.video.play.png	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/vendors/css/owl.video.play.png	(from http://www.urbanui.com/bogy/template/vendors/css/vendor.bundle.addons.css)
12:33:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Sep%202019%2012:33:08%20GMT	http://www.urbanui.com/bogy/template/vendors/css/font/context-menu-icons.eot?2wp27	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/vendors/css/font/context-menu-icons78f9.eot	(from http://www.urbanui.com/bogy/template/vendors/css/vendor.bundle.addons.css)
12:33:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Sep%202019%2012:33:09%20GMT	http://www.urbanui.com/bogy/template/vendors/css/font/context-menu-icons.eot?2wp27	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/vendors/css/font/context-menu-icons78f9.eot	(from http://www.urbanui.com/bogy/template/vendors/css/vendor.bundle.addons.css)
12:33:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Sep%202019%2012:33:10%20GMT	http://www.urbanui.com/bogy/template/vendors/css/font/context-menu-icons.woff2?2wp27	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/vendors/css/font/context-menu-icons78f9.woff2	(from http://www.urbanui.com/bogy/template/vendors/css/vendor.bundle.addons.css)
12:33:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Sep%202019%2012:33:11%20GMT	http://www.urbanui.com/bogy/template/vendors/css/font/context-menu-icons.woff?2wp27	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/vendors/css/font/context-menu-icons78f9.woff	(from http://www.urbanui.com/bogy/template/vendors/css/vendor.bundle.addons.css)
12:33:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Sep%202019%2012:33:13%20GMT	http://www.urbanui.com/bogy/template/vendors/css/font/context-menu-icons.ttf?2wp27	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/vendors/css/font/context-menu-icons78f9.ttf	(from http://www.urbanui.com/bogy/template/vendors/css/vendor.bundle.addons.css)
12:33:13	304/304	---M--	200	added ('OK')	image/png	etag:%225bf27d21-130%22	http://www.urbanui.com/bogy/template/vendors/img/sprite-skin-flat.png	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/vendors/img/sprite-skin-flat.png	(from http://www.urbanui.com/bogy/template/vendors/css/vendor.bundle.addons.css)
12:33:15	2874/2874	---M--	200	added ('OK')	image/png	etag:%225bf27d21-b3a%22	http://www.urbanui.com/bogy/template/images/sprites/jsgrid-icons.png	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/sprites/jsgrid-icons.png	(from http://www.urbanui.com/bogy/template/css/vertical-layout-light/style.css)
12:33:37	165567/165567	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-286bf%22	http://www.urbanui.com/bogy/template/images/auth/login-bg.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/auth/login-bg.jpg	(from http://www.urbanui.com/bogy/template/css/vertical-layout-light/style.css)
12:33:41	15550/15550	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-3cbe%22	http://www.urbanui.com/bogy/template/images/faces/face3.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/faces/face3.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:33:44	15384/15384	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-3c18%22	http://www.urbanui.com/bogy/template/images/faces/face28.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/faces/face28.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/index.html)
12:33:46	11141/11141	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-2b85%22	http://www.urbanui.com/bogy/template/images/faces/face11.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/faces/face11.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/widgets/widgets.html)
12:33:48	11746/11746	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-2de2%22	http://www.urbanui.com/bogy/template/images/faces/face9.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/faces/face9.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/widgets/widgets.html)
12:33:49	212664/212664	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-33eb8%22	http://www.urbanui.com/bogy/template/images/auth/lockscreen-bg.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/auth/lockscreen-bg.jpg	(from http://www.urbanui.com/bogy/template/css/vertical-layout-light/style.css)
12:33:50	10063/10063	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-274f%22	http://www.urbanui.com/bogy/template/images/faces/face12.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/faces/face12.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/widgets/widgets.html)
12:33:52	10862/10862	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-2a6e%22	http://www.urbanui.com/bogy/template/images/faces/face5.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/faces/face5.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/widgets/widgets.html)
12:33:52	10400/10400	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-28a0%22	http://www.urbanui.com/bogy/template/images/faces/face7.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/faces/face7.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/widgets/widgets.html)
12:33:54	15062/15062	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-3ad6%22	http://www.urbanui.com/bogy/template/images/faces/face8.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/faces/face8.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/widgets/widgets.html)
12:33:54	12977/12977	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-32b1%22	http://www.urbanui.com/bogy/template/images/faces/face1.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/faces/face1.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/widgets/widgets.html)
12:33:56	636/636	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf27d21-27c%22	http://www.urbanui.com/bogy/template/js/modal-demo.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/js/modal-demo.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/modals.html)
12:33:57	5925/5925	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf27d21-1725%22	http://www.urbanui.com/bogy/template/js/progress-bar.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/js/progress-bar.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/progress.html)
12:33:57	18563/18563	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-4883%22	http://www.urbanui.com/bogy/template/images/samples/300x300/10.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/samples/300x300/10.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/accordions.html)
12:33:57	275426/275426	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-433e2%22	http://www.urbanui.com/bogy/template/images/auth/register-bg.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/auth/register-bg.jpg	(from http://www.urbanui.com/bogy/template/css/vertical-layout-light/style.css)
12:33:57	491/491	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf27d21-1eb%22	http://www.urbanui.com/bogy/template/js/paginate.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/js/paginate.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/pagination.html)
12:33:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Sep%202019%2012:33:58%20GMT	http://www.urbanui.com/bogy/template/images/samples/300X300/12.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/samples/300X300/12.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/tabs.html)
12:34:00	14469/14469	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-3885%22	http://www.urbanui.com/bogy/template/images/samples/300x300/3.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/samples/300x300/3.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/tabs.html)
12:34:06	44395/44395	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-ad6b%22	http://www.urbanui.com/bogy/template/images/samples/300x300/4.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/samples/300x300/4.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/tabs.html)
12:34:06	33549/33549	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-830d%22	http://www.urbanui.com/bogy/template/images/samples/300x300/15.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/samples/300x300/15.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/tabs.html)
12:34:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Sep%202019%2012:34:08%20GMT	http://www.urbanui.com/bogy/template/images/samples/300X300/10.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/samples/300X300/10.7c.delayed	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/tabs.html)
12:34:08	85814/85814	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-14f36%22	http://www.urbanui.com/bogy/template/images/samples/300x300/13.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/samples/300x300/13.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/tabs.html)
12:34:09	0/-1	---M--	301	error ('')			http://www.urbanui.com/bogy/template/images/samples/300X300/10.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/samples/300X300/10.7f.delayed	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/tabs.html)
12:34:11	27415/27415	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-6b17%22	http://www.urbanui.com/bogy/template/images/samples/300x300/14.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/samples/300x300/14.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/tabs.html)
12:34:12	0/-1	---M--	301	error ('')			http://www.urbanui.com/bogy/template/images/samples/300X300/10.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/samples/300X300/10.82.delayed	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/tabs.html)
12:34:12	974/974	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf27d21-3ce%22	http://www.urbanui.com/bogy/template/js/tabs.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/js/tabs.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/tabs.html)
12:34:13	809/809	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf27d21-329%22	http://www.urbanui.com/bogy/template/js/tooltips.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/js/tooltips.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/tooltips.html)
12:34:13	36801/36801	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-8fc1%22	http://www.urbanui.com/bogy/template/images/samples/300x300/11.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/samples/300x300/11.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/tabs.html)
12:34:14	789/789	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf27d21-315%22	http://www.urbanui.com/bogy/template/js/dragula.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/js/dragula.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/dragula.html)
12:34:15	43006/43006	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-a7fe%22	http://www.urbanui.com/bogy/template/images/samples/300x300/2.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/samples/300x300/2.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/tabs.html)
12:34:15	223/223	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf27d21-df%22	http://www.urbanui.com/bogy/template/js/clipboard.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/js/clipboard.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/clipboard.html)
12:34:15	5077/5077	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf27d21-13d5%22	http://www.urbanui.com/bogy/template/js/context-menu.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/js/context-menu.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/context-menu.html)
12:34:16	6998/6998	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf27d21-1b56%22	http://www.urbanui.com/bogy/template/js/no-ui-slider.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/js/no-ui-slider.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/slider.html)
12:34:16	3264/3264	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf27d21-cc0%22	http://www.urbanui.com/bogy/template/js/ion-range-slider.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/js/ion-range-slider.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/slider.html)
12:34:25	50263/50263	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-c457%22	http://www.urbanui.com/bogy/template/images/carousel/banner_12.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/carousel/banner_12.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/carousel.html)
12:34:30	82888/82888	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-143c8%22	http://www.urbanui.com/bogy/template/images/carousel/banner_2.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/carousel/banner_2.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/carousel.html)
12:34:41	89246/89246	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-15c9e%22	http://www.urbanui.com/bogy/template/images/carousel/banner_6.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/carousel/banner_6.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/carousel.html)
12:34:51	128987/128987	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-1f7db%22	http://www.urbanui.com/bogy/template/images/carousel/banner_8.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/carousel/banner_8.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/carousel.html)
12:34:54	229448/229448	---M--	200	added ('OK')	image/jpeg	etag:%225bf27d21-38048%22	http://www.urbanui.com/bogy/template/images/carousel/banner_4.jpg	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/images/carousel/banner_4.jpg	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/carousel.html)
12:34:55	2396/2396	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf27d21-95c%22	http://www.urbanui.com/bogy/template/js/owl-carousel.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/js/owl-carousel.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/carousel.html)
12:34:56	176/176	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf27d21-b0%22	http://www.urbanui.com/bogy/template/js/tight-grid.js	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/js/tight-grid.js	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/colcade.html)
12:34:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Sep%202019%2012:34:58%20GMT	http://www.urbanui.com/bogy/template/demo/vertical-default-light/node_modules/owl-carousel-2/assets/owl.carousel.min.css	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/demo/vertical-default-light/node_modules/owl-carousel-2/assets/owl.carousel.min.css	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/loaders.html)
12:34:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2003%20Sep%202019%2012:34:59%20GMT	http://www.urbanui.com/bogy/template/demo/vertical-default-light/node_modules/owl-carousel-2/assets/owl.theme.default.min.css	C:/Mes%20Sites%20Web/bogyui/www.urbanui.com/bogy/template/demo/vertical-default-light/node_modules/owl-carousel-2/assets/owl.theme.default.min.css	(from http://www.urbanui.com/bogy/template/demo/vertical-default-light/pages/ui-features/loaders.html)
